user_id,cluster,gender
1131,1,0
15190,1,0
16180,0,1
27602,1,0
40334,1,0
75452,1,0
78186,1,0
88324,1,0
100812,1,0
107068,1,0
116145,1,0
139734,1,0
143474,1,0
151080,1,0
166227,1,0
168757,1,0
171390,1,0
178447,0,1
190062,1,0
206294,1,0
208071,1,0
210102,1,0
223892,1,0
240036,1,0
242362,1,0
254636,1,0
260090,1,0
280886,1,0
303933,1,0
313591,0,1
314775,1,0
315916,1,0
321671,1,0
327094,0,1
330247,1,0
343446,1,0
360317,1,0
364480,1,0
369334,1,0
371368,0,1
387341,1,0
425576,1,0
427942,1,0
432843,1,0
433131,1,0
435852,1,0
441174,1,0
445755,0,1
455105,1,0
456432,1,0
476241,1,0
476843,1,0
479429,1,0
484805,0,1
494580,1,0
496743,1,0
504290,1,0
504593,1,0
505200,1,0
505663,1,0
505722,1,0
506383,1,0
506768,0,1
506936,0,1
507199,1,0
507506,1,0
508085,1,0
509019,1,0
510977,0,1
511667,1,0
512715,1,0
514045,1,0
520031,1,0
521203,1,0
524661,1,0
540540,1,0
545148,1,0
553072,1,0
557848,1,0
560240,0,1
561385,1,0
569932,1,0
587056,1,0
612361,1,0
615693,1,0
618359,1,0
638083,1,0
644327,1,0
679373,1,0
686248,1,0
687529,0,1
689471,1,0
691846,1,0
700202,1,0
703133,1,0
704624,1,0
704897,1,0
710406,0,1
721933,1,0
723663,1,0
724078,0,1
725145,1,0
726173,1,0
726460,1,0
726542,1,0
726593,1,0
727230,1,0
733489,1,0
733874,1,0
739335,1,0
740996,1,0
742682,1,0
746517,1,0
752184,0,1
754944,1,0
756508,1,0
799739,1,0
829593,1,0
1007461,1,0
1046599,1,0
1050868,1,0
1064755,0,1
1065721,1,0
1072088,1,0
1072287,1,0
1075580,1,0
1078185,1,0
1078791,0,1
1078835,1,0
1080119,0,1
1080284,0,1
1080569,1,0
1081402,1,0
1083004,1,0
1083760,1,0
1084184,1,0
1084546,0,1
1086194,1,0
1086225,0,1
1086666,1,0
1087448,1,0
1087678,1,0
1087864,0,1
1088199,1,0
1089310,0,1
1090569,1,0
1090772,1,0
1091660,1,0
1092251,1,0
1092564,1,0
1092951,1,0
1094570,1,0
1094597,1,0
1095412,1,0
1096353,0,1
1096571,1,0
1097001,1,0
1098299,0,1
1100107,1,0
1103465,1,0
1103518,1,0
1110144,1,0
1111704,0,1
1112952,1,0
1123533,1,0
1132552,1,0
1132960,1,0
1136158,1,0
1170785,1,0
1234070,1,0
1364531,1,0
1405669,1,0
1432680,1,0
1438409,0,1
1458966,1,0
1471509,1,0
1484981,1,0
1493541,1,0
1523081,0,1
1527519,0,1
1571494,1,0
1576270,1,0
1578762,1,0
1585745,1,0
1652549,1,0
1732182,1,0
1973599,1,0
1989151,1,0
2002008,1,0
2115026,1,0
2146338,1,0
2152554,1,0
2347477,1,0
2353585,1,0
2368603,1,0
2457725,1,0
2460441,1,0
2462200,1,0
2472783,0,1
2498397,1,0
2514529,1,0
2517568,1,0
2602018,1,0
2602446,0,1
2602779,0,1
2603618,1,0
2604505,1,0
2604507,1,0
2618298,1,0
2618516,1,0
2618893,1,0
2619072,1,0
2622001,0,1
2629446,1,0
2642254,1,0
2648593,1,0
2668974,1,0
2669340,0,1
2669554,1,0
2706565,1,0
2712630,0,1
2724709,1,0
2724725,1,0
2761469,1,0
2772442,1,0
2807822,1,0
2810976,1,0
2819311,1,0
2825641,1,0
2825817,1,0
2825887,1,0
2832758,1,0
2851083,1,0
2921062,1,0
2954409,1,0
2957431,1,0
3005562,1,0
3122861,1,0
3165174,1,0
3173501,1,0
3174608,1,0
3186598,1,0
3209712,1,0
3233506,1,0
3259992,1,0
3321303,1,0
3353874,1,0
3380379,0,1
3387836,1,0
3401619,0,1
3472919,1,0
3627210,1,0
3636030,1,0
3684091,1,0
3685018,0,1
3690082,1,0
3705641,1,0
3780696,1,0
3792860,1,0
3832498,1,0
3835987,1,0
3842605,0,1
4169112,1,0
4182292,1,0
4189619,1,0
4261000,1,0
4264564,1,0
4268209,1,0
4273712,1,0
4274025,1,0
4274668,1,0
4274756,1,0
4275226,1,0
4279663,1,0
4281985,1,0
4282667,1,0
4283846,1,0
4284811,1,0
4285249,1,0
4287491,1,0
4290125,1,0
4291664,1,0
4292428,1,0
4295878,1,0
4301011,1,0
4302970,1,0
4313537,1,0
4314722,1,0
4315539,1,0
4316715,1,0
4324812,1,0
4326234,1,0
4338351,1,0
4343778,1,0
4365283,1,0
4374123,1,0
4375406,1,0
4385612,1,0
4387988,1,0
4393257,1,0
4428485,1,0
4434253,1,0
4440238,0,1
4440239,1,0
4440267,1,0
4440275,1,0
4440284,1,0
4440356,1,0
4440382,0,1
4440489,1,0
4440492,0,1
4440496,0,1
4440497,0,1
4440498,1,0
4440499,1,0
4440501,0,1
4440502,0,1
4440504,1,0
4440506,1,0
4440509,0,1
4440511,1,0
4440512,1,0
4440515,1,0
4440517,1,0
4440520,0,1
4440521,0,1
4440522,0,1
4440523,1,0
4440527,0,1
4440528,0,1
4440531,1,0
4440533,0,1
4440534,1,0
4440536,0,1
4440538,0,1
4440539,0,1
4440541,0,1
4440542,1,0
4440544,1,0
4440545,0,1
4440549,0,1
4440553,1,0
4440557,1,0
4440559,1,0
4440561,0,1
4440562,1,0
4440563,0,1
4440567,1,0
4440573,0,1
4440576,0,1
4440623,1,0
4440634,0,1
4440645,1,0
4440651,1,0
4440652,0,1
4440660,1,0
4440670,1,0
4440674,1,0
4440677,1,0
4440678,1,0
4440679,0,1
4440680,0,1
4440681,1,0
4440684,1,0
4440685,1,0
4440686,1,0
4440687,0,1
4440689,0,1
4440690,0,1
4440693,1,0
4440695,0,1
4440696,0,1
4440697,1,0
4440699,1,0
4440700,1,0
4440705,1,0
4440706,0,1
4440707,1,0
4440711,1,0
4440712,1,0
4440713,0,1
4440714,1,0
4440717,1,0
4440718,0,1
4440719,0,1
4440720,1,0
4440721,1,0
4440723,1,0
4440724,1,0
4440725,1,0
4440727,1,0
4440728,1,0
4440729,1,0
4440730,0,1
4440731,1,0
4440732,1,0
4440733,1,0
4440735,1,0
4440739,1,0
4440748,0,1
4440749,1,0
4440753,1,0
4440755,1,0
4440760,1,0
4440761,0,1
4440762,1,0
4440763,1,0
4440768,1,0
4440770,1,0
4440771,1,0
4440781,1,0
4440786,0,1
4440787,0,1
4440788,0,1
4440790,1,0
4440795,0,1
4440798,1,0
4440804,1,0
4440805,1,0
4440806,1,0
4440807,1,0
4440808,1,0
4440809,1,0
4440812,1,0
4440813,1,0
4440815,1,0
4440816,1,0
4440817,0,1
4440818,1,0
4440819,1,0
4440823,1,0
4440824,1,0
4440825,0,1
4440830,1,0
4440832,1,0
4440833,1,0
4440834,1,0
4440837,1,0
4440840,1,0
4440841,1,0
4440842,0,1
4440844,1,0
4440846,0,1
4440850,0,1
4440853,1,0
4440854,0,1
4440857,0,1
4440858,0,1
4440859,1,0
4440861,1,0
4440865,0,1
4440866,0,1
4440867,1,0
4440873,1,0
4440876,0,1
4440878,0,1
4440879,0,1
4440880,0,1
4440884,1,0
4440885,1,0
4440887,0,1
4440888,1,0
4440889,1,0
4440896,0,1
4440900,1,0
4440901,0,1
4440902,0,1
4440904,1,0
4440906,1,0
4440908,0,1
4440909,1,0
4440911,0,1
4440917,0,1
4440919,0,1
4440922,1,0
4440927,1,0
4440930,0,1
4440931,1,0
4440933,0,1
4440940,1,0
4440943,1,0
4440948,1,0
4440949,1,0
4440951,1,0
4440952,1,0
4440953,1,0
4440954,0,1
4440955,1,0
4440958,1,0
4440967,0,1
4440973,1,0
4440980,0,1
4440986,0,1
4440992,0,1
4441013,0,1
4441017,1,0
4441023,0,1
4441039,0,1
4441043,1,0
4441044,0,1
4441047,0,1
4441048,1,0
4441051,1,0
4441060,1,0
4441062,1,0
4441064,1,0
4441070,1,0
4441071,1,0
4441075,1,0
4441079,1,0
4441082,1,0
4441083,1,0
4441086,1,0
4441087,0,1
4441088,1,0
4441090,1,0
4441093,1,0
4441118,1,0
4441121,1,0
4441125,1,0
4441139,0,1
4441145,1,0
4441174,0,1
4441176,0,1
4441184,0,1
4441244,0,1
4441271,1,0
4441354,1,0
4441360,1,0
4441362,1,0
4441384,0,1
4441386,0,1
4441393,0,1
4441479,0,1
4441485,0,1
4441518,1,0
4441520,1,0
4441522,1,0
4441547,1,0
4441731,0,1
4441750,1,0
4441754,1,0
4441766,0,1
4441773,0,1
4441776,1,0
4441777,0,1
4441779,1,0
4441780,1,0
4441781,1,0
4441782,1,0
4441810,1,0
4441823,1,0
4441858,1,0
4441859,1,0
4441867,1,0
4441871,0,1
4441873,0,1
4441878,0,1
4441879,1,0
4441882,1,0
4441890,1,0
4441896,1,0
4441901,0,1
4441904,0,1
4441910,1,0
4441911,1,0
4441912,1,0
4441916,1,0
4441929,1,0
4441931,0,1
4441934,0,1
4441936,0,1
4441938,1,0
4441942,0,1
4441944,1,0
4441946,0,1
4441949,0,1
4441951,0,1
4441952,0,1
4442035,1,0
4442037,1,0
4442111,1,0
4442121,0,1
4442123,1,0
4442124,1,0
4442134,1,0
4442145,1,0
4442146,1,0
4442152,1,0
4442172,0,1
4442189,0,1
4442198,0,1
4442226,1,0
4442231,1,0
4442247,1,0
4442250,1,0
4442252,1,0
4442266,1,0
4442273,1,0
4442276,1,0
4442284,0,1
4442295,1,0
4442325,1,0
4442327,0,1
4442330,1,0
4442341,0,1
4442343,1,0
4442371,0,1
4442376,1,0
4442400,1,0
4442443,1,0
4442477,1,0
4442492,1,0
4442515,1,0
4442529,1,0
4442537,1,0
4442542,1,0
4442548,1,0
4442555,1,0
4442558,1,0
4442585,1,0
4442587,1,0
4442590,1,0
4442614,1,0
4442626,0,1
4442627,1,0
4442628,0,1
4442631,0,1
4442637,1,0
4442646,0,1
4442673,0,1
4442675,1,0
4442678,1,0
4442680,1,0
4442682,1,0
4442713,0,1
4442714,1,0
4442731,1,0
4442732,1,0
4442735,0,1
4442739,0,1
4442741,1,0
4442742,1,0
4442772,0,1
4442776,1,0
4442782,1,0
4442803,1,0
4442805,1,0
4442812,1,0
4442844,0,1
4442845,0,1
4442846,1,0
4442847,0,1
4442849,1,0
4442850,0,1
4442851,0,1
4442852,1,0
4442853,0,1
4442854,0,1
4442856,1,0
4442857,0,1
4442858,1,0
4442859,1,0
4442861,0,1
4442862,1,0
4442863,0,1
4442864,1,0
4442865,0,1
4442866,1,0
4442867,1,0
4442868,0,1
4442870,0,1
4442871,0,1
4442872,1,0
4442874,0,1
4442876,1,0
4442877,1,0
4442878,0,1
4442879,1,0
4442880,1,0
4442884,0,1
4442885,1,0
4442886,1,0
4442887,0,1
4442888,0,1
4442889,1,0
4442890,1,0
4442891,0,1
4442892,0,1
4442893,1,0
4442894,1,0
4442895,0,1
4442896,1,0
4442897,1,0
4442898,1,0
4442900,1,0
4442902,1,0
4442903,0,1
4442904,0,1
4442905,0,1
4442906,1,0
4442908,0,1
4442909,1,0
4442949,0,1
4442966,1,0
4442967,1,0
4442968,0,1
4442972,1,0
4442975,1,0
4442978,1,0
4442980,1,0
4442981,1,0
4442983,1,0
4442985,0,1
4442987,0,1
4442991,0,1
4442994,0,1
4442996,1,0
4442999,0,1
4443000,0,1
4443004,0,1
4443007,0,1
4443009,1,0
4443013,1,0
4443016,1,0
4443018,0,1
4443019,0,1
4443020,1,0
4443022,0,1
4443024,0,1
4443033,0,1
4443034,1,0
4443039,1,0
4443044,1,0
4443048,1,0
4443050,1,0
4443051,0,1
4443053,0,1
4443055,1,0
4443057,0,1
4443063,1,0
4443067,1,0
4443069,0,1
4443074,1,0
4443075,1,0
4443078,0,1
4443079,0,1
4443087,1,0
4443088,0,1
4443090,0,1
4443092,0,1
4443094,1,0
4443095,0,1
4443096,1,0
4443098,1,0
4443104,1,0
4443105,1,0
4443111,1,0
4443112,1,0
4443114,0,1
4443116,1,0
4443119,0,1
4443123,1,0
4443131,1,0
4443132,1,0
4443134,1,0
4443136,0,1
4443137,1,0
4443143,1,0
4443148,0,1
4443149,1,0
4443163,1,0
4443164,0,1
4443165,1,0
4443166,1,0
4443168,0,1
4443173,1,0
4443174,1,0
4443179,1,0
4443190,1,0
4443194,1,0
4443198,1,0
4443205,1,0
4443215,0,1
4443217,1,0
4443218,0,1
4443220,1,0
4443224,1,0
4443226,0,1
4443227,0,1
4443250,1,0
4443257,1,0
4443258,1,0
4443263,1,0
4443267,1,0
4443283,0,1
4443293,0,1
4443302,0,1
4443303,0,1
4443307,0,1
4443311,0,1
4443333,0,1
4443334,0,1
4443335,0,1
4443339,0,1
4443340,0,1
4443341,1,0
4443342,1,0
4443344,0,1
4443345,0,1
4443346,0,1
4443347,0,1
4443348,1,0
4443349,0,1
4443350,1,0
4443351,0,1
4443352,0,1
4443353,1,0
4443354,0,1
4443355,1,0
4443356,1,0
4443357,1,0
4443358,0,1
4443359,0,1
4443362,1,0
4443363,1,0
4443364,1,0
4443365,1,0
4443367,0,1
4443368,0,1
4443369,1,0
4443370,1,0
4443371,0,1
4443372,0,1
4443374,0,1
4443376,0,1
4443377,1,0
4443378,1,0
4443379,0,1
4443380,1,0
4443384,1,0
4443385,1,0
4443391,0,1
4443392,1,0
4443395,0,1
4443452,0,1
4443457,1,0
4443462,1,0
4443481,1,0
4443530,0,1
4443567,1,0
4443579,1,0
4443580,0,1
4443582,1,0
4443588,1,0
4443653,1,0
4443674,0,1
4443675,1,0
4443706,0,1
4443752,1,0
4443769,1,0
4443793,0,1
4443795,0,1
4443798,1,0
4443799,0,1
4443803,0,1
4443808,1,0
4443809,0,1
4443810,1,0
4443812,1,0
4443813,0,1
4443818,1,0
4443819,0,1
4443821,1,0
4443822,1,0
4443824,1,0
4443828,1,0
4443830,1,0
4443833,1,0
4443843,1,0
4443848,1,0
4443850,1,0
4443853,1,0
4443863,0,1
4443873,1,0
4443880,1,0
4443886,1,0
4443888,1,0
4443905,0,1
4443913,0,1
4443917,0,1
4449699,1,0
4456678,1,0
4465549,1,0
4468695,1,0
4486232,1,0
4491216,1,0
4501618,1,0
4503522,0,1
4506486,1,0
4506593,1,0
4512078,1,0
4512320,1,0
4522651,1,0
4545991,1,0
4557614,1,0
4604531,1,0
4610455,1,0
4620712,1,0
4621962,1,0
4624116,1,0
4624786,1,0
4631298,1,0
4633383,1,0
4633683,1,0
4634764,1,0
4640526,1,0
4656720,1,0
4678857,1,0
4692080,1,0
4710037,1,0
4728404,1,0
4740362,1,0
4747875,1,0
4785911,1,0
4804967,1,0
4808181,1,0
4809667,1,0
4943045,1,0
4963811,1,0
4984392,1,0
4990453,1,0
4998065,1,0
4999464,1,0
5004200,1,0
5010583,0,1
5025675,1,0
5027639,1,0
5031731,1,0
5034835,0,1
5036307,0,1
5037925,0,1
5037960,1,0
5038211,1,0
5046430,1,0
5046473,1,0
5047271,1,0
5047276,1,0
5047344,1,0
5050753,1,0
5050825,1,0
5051144,1,0
5051269,1,0
5051508,1,0
5054512,1,0
5061923,0,1
5062352,1,0
5062355,0,1
5062453,1,0
5062752,1,0
5063726,1,0
5063873,1,0
5063953,1,0
5066828,1,0
5067172,1,0
5067255,1,0
5068679,1,0
5068692,1,0
5068996,0,1
5069052,1,0
5070915,1,0
5071008,1,0
5071038,1,0
5071144,1,0
5071214,1,0
5071259,0,1
5071265,1,0
5071593,1,0
5071743,1,0
5073089,1,0
5074249,1,0
5075511,0,1
5075592,1,0
5075856,1,0
5077204,1,0
5078899,1,0
5080485,1,0
5080521,0,1
5080642,1,0
5082791,1,0
5083168,0,1
5084394,0,1
5085554,1,0
5085861,1,0
5089158,1,0
5090464,1,0
5090502,0,1
5090568,0,1
5090846,0,1
5090877,1,0
5091027,1,0
5091124,1,0
5091769,1,0
5092261,1,0
5092265,0,1
5093760,0,1
5093836,0,1
5093865,1,0
5094084,0,1
5094222,0,1
5095763,0,1
5095982,0,1
5096413,1,0
5097733,1,0
5097889,1,0
5100003,0,1
5101309,0,1
5101431,1,0
5102002,1,0
5102462,1,0
5104294,1,0
5104433,0,1
5113599,1,0
5113689,1,0
5123498,1,0
5124036,1,0
5125345,1,0
5128270,1,0
5134363,1,0
5137941,0,1
5138595,1,0
5138725,1,0
5141238,1,0
5141927,1,0
5144759,1,0
5148565,1,0
5150642,0,1
5150925,1,0
5151475,0,1
5151906,1,0
5152094,1,0
5155389,0,1
5157070,0,1
5157180,1,0
5158644,0,1
5158675,0,1
5158914,0,1
5159402,0,1
5160061,1,0
5160114,0,1
5160730,1,0
5163372,1,0
5165117,1,0
5167475,1,0
5175073,1,0
5178739,1,0
5181697,1,0
5198629,1,0
5198809,0,1
5208362,1,0
5208555,1,0
5219053,1,0
5219446,1,0
5219999,1,0
5220339,0,1
5226049,1,0
5226232,1,0
5226281,1,0
5238225,1,0
5240704,1,0
5241781,1,0
5241926,0,1
5241993,1,0
5242249,1,0
5242345,1,0
5242888,1,0
5243269,1,0
5243280,1,0
5244599,1,0
5247793,1,0
5249509,0,1
5250420,0,1
5251822,1,0
5252063,1,0
5252155,1,0
5253499,1,0
5253736,1,0
5253944,1,0
5254669,1,0
5256888,1,0
5302823,1,0
5304535,1,0
5304879,1,0
5305618,1,0
5308761,1,0
5309320,0,1
5309617,1,0
5309778,1,0
5310800,1,0
5314509,1,0
5314692,1,0
5315164,1,0
5323558,1,0
5324335,1,0
5324347,1,0
5324439,1,0
5328877,1,0
5328891,1,0
5328904,1,0
5328939,1,0
5328972,1,0
5332884,1,0
5348635,1,0
5355756,1,0
5361489,1,0
5371070,1,0
5371798,1,0
5372679,1,0
5381665,1,0
5383203,1,0
5390214,1,0
5422319,1,0
5440249,1,0
5452904,1,0
5456095,1,0
5466149,1,0
5474364,1,0
5498740,1,0
5525342,1,0
5525588,1,0
5528280,1,0
5528427,1,0
5532511,1,0
5685483,1,0
5851191,1,0
5851271,1,0
5928621,1,0
5928783,1,0
5935279,1,0
5942486,1,0
5967259,1,0
